,action_type,mechanism_of_action,molecule_chembl_id,target_chembl_id,uniprotID
270,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL42,CHEMBL224,P28223
271,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1200636,CHEMBL224,P28223
272,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL71,CHEMBL224,P28223
273,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1200798,CHEMBL224,P28223
274,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL2358147,CHEMBL224,P28223
275,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1108,CHEMBL224,P28223
276,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1112,CHEMBL224,P28223
277,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL3544974,CHEMBL224,P28223
278,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1201155,CHEMBL224,P28223
279,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL654,CHEMBL224,P28223
280,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1200492,CHEMBL224,P28223
281,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL715,CHEMBL224,P28223
282,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1621,CHEMBL224,P28223
283,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1200469,CHEMBL224,P28223
284,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL3188993,CHEMBL224,P28223
285,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1423,CHEMBL224,P28223
286,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL85,CHEMBL224,P28223
287,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL54,CHEMBL224,P28223
288,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1200986,CHEMBL224,P28223
289,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL14376,CHEMBL224,P28223
290,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL479,CHEMBL224,P28223
291,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1200916,CHEMBL224,P28223
292,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1201,CHEMBL224,P28223
293,ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL1375743,CHEMBL224,P28223
294,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL831,CHEMBL225,P28335
295,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1200426,CHEMBL225,P28335
296,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL654,CHEMBL225,P28335
297,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1200492,CHEMBL225,P28335
298,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL715,CHEMBL225,P28335
299,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL3188993,CHEMBL225,P28335
300,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL85,CHEMBL225,P28335
301,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL479,CHEMBL225,P28335
302,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1200916,CHEMBL225,P28335
303,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1200798,CHEMBL225,P28335
304,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1375743,CHEMBL225,P28335
305,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL2358147,CHEMBL225,P28335
306,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL908,CHEMBL225,P28335
307,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1200636,CHEMBL225,P28335
308,ANTAGONIST,Serotonin 2c (5-HT2c) receptor antagonist,CHEMBL1201155,CHEMBL225,P28335
309,INHIBITOR,Renin inhibitor,CHEMBL3545059,CHEMBL286,P00797
310,AGONIST,Prostanoid FP receptor agonist,CHEMBL1051,CHEMBL1987,P43088
311,AGONIST,Prostanoid FP receptor agonist,CHEMBL1200896,CHEMBL1987,P43088
312,AGONIST,Prostanoid FP receptor agonist,CHEMBL1200963,CHEMBL1987,P43088
313,MODULATOR,Estrogen receptor beta modulator,CHEMBL1200761,CHEMBL242,Q92731
314,MODULATOR,Estrogen receptor beta modulator,CHEMBL1116,CHEMBL242,Q92731
315,INHIBITOR,DNA (cytosine-5)-methyltransferase 3A inhibitor,CHEMBL1489,CHEMBL1992,Q9Y6K1
316,INHIBITOR,DNA (cytosine-5)-methyltransferase 3A inhibitor,CHEMBL1201129,CHEMBL1992,Q9Y6K1
317,INHIBITOR,DNA (cytosine-5)-methyltransferase 1 inhibitor,CHEMBL1489,CHEMBL1993,P26358
318,INHIBITOR,DNA (cytosine-5)-methyltransferase 1 inhibitor,CHEMBL1201129,CHEMBL1993,P26358
319,ANTAGONIST,Mineralocorticoid receptor antagonist,CHEMBL1095097,CHEMBL1994,P08235
320,AGONIST,Mineralocorticoid receptor agonist,CHEMBL1201010,CHEMBL1994,P08235
321,ANTAGONIST,Mineralocorticoid receptor antagonist,CHEMBL1393,CHEMBL1994,P08235
322,ANTAGONIST,Mineralocorticoid receptor antagonist,CHEMBL1428,CHEMBL1994,P08235
323,ANTAGONIST,Mineralocorticoid receptor antagonist,CHEMBL1480,CHEMBL1994,P08235
324,AGONIST,Prostanoid IP receptor agonist,CHEMBL494,CHEMBL1995,P43119
325,INHIBITOR,Equilibrative nucleoside transporter 1 inhibitor,CHEMBL932,CHEMBL1997,Q99808
326,AGONIST,Retinoic acid receptor agonist,CHEMBL1265,CHEMBL2363069,P13631
327,INHIBITOR,Vitamin K-dependent gamma-carboxylase inhibitor,CHEMBL712,CHEMBL2012,P38435
328,INHIBITOR,Tyrosine-protein kinase SRC inhibitor,CHEMBL288441,CHEMBL267,P12931
329,INHIBITOR,Tyrosine-protein kinase SRC inhibitor,CHEMBL24828,CHEMBL267,P12931
330,INHIBITOR,Dopamine transporter inhibitor,CHEMBL1373,CHEMBL238,Q01959
331,RELEASING AGENT,Dopamine transporter releasing agent,CHEMBL405,CHEMBL238,Q01959
332,RELEASING AGENT,Dopamine transporter releasing agent,CHEMBL501,CHEMBL238,Q01959
333,INHIBITOR,Dopamine transporter inhibitor,CHEMBL1698,CHEMBL238,Q01959
334,INHIBITOR,Dopamine transporter inhibitor,CHEMBL904,CHEMBL238,Q01959
335,RELEASING AGENT,Dopamine transporter releasing agent,CHEMBL612,CHEMBL238,Q01959
336,INHIBITOR,Dopamine transporter inhibitor,CHEMBL1722,CHEMBL238,Q01959
337,INHIBITOR,Dopamine transporter inhibitor,CHEMBL796,CHEMBL238,Q01959
338,AGONIST,Mu opioid receptor agonist,CHEMBL1237055,CHEMBL233,P35372
339,AGONIST,Mu opioid receptor agonist,CHEMBL1707,CHEMBL233,P35372
340,AGONIST,Mu opioid receptor agonist,CHEMBL1200531,CHEMBL233,P35372
341,AGONIST,Mu opioid receptor agonist,CHEMBL1200665,CHEMBL233,P35372
342,AGONIST,Mu opioid receptor agonist,CHEMBL688,CHEMBL233,P35372
343,AGONIST,Mu opioid receptor agonist,CHEMBL2103744,CHEMBL233,P35372
344,ANTAGONIST,Mu opioid receptor antagonist,CHEMBL270190,CHEMBL233,P35372
345,AGONIST,Mu opioid receptor agonist,CHEMBL1701,CHEMBL233,P35372
346,AGONIST,Mu opioid receptor agonist,CHEMBL1200825,CHEMBL233,P35372
347,AGONIST,Mu opioid receptor agonist,CHEMBL1201163,CHEMBL233,P35372
348,AGONIST,Mu opioid receptor agonist,CHEMBL596,CHEMBL233,P35372
349,AGONIST,Mu opioid receptor agonist,CHEMBL2368861,CHEMBL233,P35372
350,PARTIAL AGONIST,Mu opioid receptor partial agonist,CHEMBL1685,CHEMBL233,P35372
351,AGONIST,Mu opioid receptor agonist,CHEMBL511142,CHEMBL233,P35372
352,INHIBITOR,Catechol O-methyltransferase inhibitor,CHEMBL1324,CHEMBL2023,P21964
353,INHIBITOR,Catechol O-methyltransferase inhibitor,CHEMBL953,CHEMBL2023,P21964
354,INHIBITOR,Acetylcholinesterase inhibitor,CHEMBL211471,CHEMBL220,P22303
355,INHIBITOR,Acetylcholinesterase inhibitor,CHEMBL1678,CHEMBL220,P22303
356,INHIBITOR,Acetylcholinesterase inhibitor,CHEMBL1200933,CHEMBL220,P22303
357,INHIBITOR,Acetylcholinesterase inhibitor,CHEMBL812,CHEMBL220,P22303
358,INHIBITOR,Acetylcholinesterase inhibitor,CHEMBL1555,CHEMBL220,P22303
359,INHIBITOR,Acetylcholinesterase inhibitor,CHEMBL1025,CHEMBL220,P22303
360,INHIBITOR,Acetylcholinesterase inhibitor,CHEMBL1128,CHEMBL220,P22303
361,INHIBITOR,Acetylcholinesterase inhibitor,CHEMBL1200541,CHEMBL220,P22303
362,ACTIVATOR,Acetylcholinesterase activator,CHEMBL748,CHEMBL220,P22303
363,INHIBITOR,D-alanylalanine synthetase inhibitor,CHEMBL771,CHEMBL2030,P9WP31
364,INHIBITOR,Cytochrome P450 11A1 inhibitor,CHEMBL488,CHEMBL2033,P05108
365,INHIBITOR,Cytochrome P450 11A1 inhibitor,CHEMBL1670,CHEMBL2033,P05108
366,AGONIST,Glucocorticoid receptor agonist,CHEMBL635,CHEMBL2034,P04150
367,AGONIST,Glucocorticoid receptor agonist,CHEMBL1200845,CHEMBL2034,P04150
368,AGONIST,Glucocorticoid receptor agonist,CHEMBL1201173,CHEMBL2034,P04150
369,AGONIST,Glucocorticoid receptor agonist,CHEMBL1201749,CHEMBL2034,P04150
370,AGONIST,Glucocorticoid receptor agonist,CHEMBL632,CHEMBL2034,P04150
371,AGONIST,Glucocorticoid receptor agonist,CHEMBL389621,CHEMBL2034,P04150
372,AGONIST,Glucocorticoid receptor agonist,CHEMBL1504,CHEMBL2034,P04150
373,AGONIST,Glucocorticoid receptor agonist,CHEMBL1549,CHEMBL2034,P04150
374,AGONIST,Glucocorticoid receptor agonist,CHEMBL1159650,CHEMBL2034,P04150
375,AGONIST,Glucocorticoid receptor agonist,CHEMBL1200495,CHEMBL2034,P04150
376,AGONIST,Glucocorticoid receptor agonist,CHEMBL1200600,CHEMBL2034,P04150
377,AGONIST,Glucocorticoid receptor agonist,CHEMBL131,CHEMBL2034,P04150
378,AGONIST,Glucocorticoid receptor agonist,CHEMBL1512,CHEMBL2034,P04150
379,AGONIST,Glucocorticoid receptor agonist,CHEMBL1200384,CHEMBL2034,P04150
380,AGONIST,Glucocorticoid receptor agonist,CHEMBL1200386,CHEMBL2034,P04150
381,AGONIST,Glucocorticoid receptor agonist,CHEMBL1200500,CHEMBL2034,P04150
382,AGONIST,Glucocorticoid receptor agonist,CHEMBL1200545,CHEMBL2034,P04150
383,AGONIST,Glucocorticoid receptor agonist,CHEMBL1200877,CHEMBL2034,P04150
384,AGONIST,Glucocorticoid receptor agonist,CHEMBL650,CHEMBL2034,P04150
385,AGONIST,Glucocorticoid receptor agonist,CHEMBL1451,CHEMBL2034,P04150
386,AGONIST,Glucocorticoid receptor agonist,CHEMBL1501,CHEMBL2034,P04150
387,AGONIST,Glucocorticoid receptor agonist,CHEMBL1676,CHEMBL2034,P04150
388,AGONIST,Glucocorticoid receptor agonist,CHEMBL1766,CHEMBL2034,P04150
389,AGONIST,Glucocorticoid receptor agonist,CHEMBL1200562,CHEMBL2034,P04150
390,AGONIST,Glucocorticoid receptor agonist,CHEMBL1200732,CHEMBL2034,P04150
391,AGONIST,Glucocorticoid receptor agonist,CHEMBL1091,CHEMBL2034,P04150
392,AGONIST,Glucocorticoid receptor agonist,CHEMBL1161,CHEMBL2034,P04150
393,AGONIST,Glucocorticoid receptor agonist,CHEMBL1530428,CHEMBL2034,P04150
394,AGONIST,Glucocorticoid receptor agonist,CHEMBL1683,CHEMBL2034,P04150
395,AGONIST,Glucocorticoid receptor agonist,CHEMBL1200975,CHEMBL2034,P04150
396,AGONIST,Glucocorticoid receptor agonist,CHEMBL989,CHEMBL2034,P04150
397,AGONIST,Glucocorticoid receptor agonist,CHEMBL1152,CHEMBL2034,P04150
398,AGONIST,Glucocorticoid receptor agonist,CHEMBL1370,CHEMBL2034,P04150
399,AGONIST,Glucocorticoid receptor agonist,CHEMBL384467,CHEMBL2034,P04150
400,AGONIST,Glucocorticoid receptor agonist,CHEMBL1650,CHEMBL2034,P04150
401,AGONIST,Glucocorticoid receptor agonist,CHEMBL1200617,CHEMBL2034,P04150
402,AGONIST,Glucocorticoid receptor agonist,CHEMBL1364144,CHEMBL2034,P04150
403,AGONIST,Glucocorticoid receptor agonist,CHEMBL1201012,CHEMBL2034,P04150
404,AGONIST,Glucocorticoid receptor agonist,CHEMBL1473,CHEMBL2034,P04150
405,ANTAGONIST,Glucocorticoid receptor antagonist,CHEMBL1276308,CHEMBL2034,P04150
406,INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL853,CHEMBL247,Q72547
407,INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL929,CHEMBL247,Q72547
408,INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL1460,CHEMBL247,Q72547
409,INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL885,CHEMBL247,Q72547
410,INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL223228,CHEMBL247,Q72547
411,INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL129,CHEMBL247,Q72547
412,INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL57,CHEMBL247,Q72547
413,INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL991,CHEMBL247,Q72547
414,INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL308954,CHEMBL247,Q72547
415,INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL141,CHEMBL247,Q72547
416,INHIBITOR,Monoamine oxidase B inhibitor,CHEMBL1201142,CHEMBL2039,P27338
417,INHIBITOR,Monoamine oxidase B inhibitor,CHEMBL1200904,CHEMBL2039,P27338
418,INHIBITOR,Monoamine oxidase B inhibitor,CHEMBL972,CHEMBL2039,P27338
419,INHIBITOR,Pancreatic alpha-amylase inhibitor,CHEMBL1566,CHEMBL2045,P04746
420,AGONIST,Bile acid receptor FXR agonist,CHEMBL1551,CHEMBL2047,Q96RI1
421,AGONIST,Bile acid receptor FXR agonist,CHEMBL240597,CHEMBL2047,Q96RI1
422,AGONIST,Oxytocin receptor agonist,CHEMBL395429,CHEMBL2049,P30559
423,INHIBITOR,Neuraminidase inhibitor,CHEMBL1200340,CHEMBL2051,P03468
424,INHIBITOR,Neuraminidase inhibitor,CHEMBL222813,CHEMBL2051,P03468
425,INHIBITOR,Dihydrofolate reductase inhibitor,CHEMBL2360464,CHEMBL202,P00374
426,AGONIST,Dopamine D1 receptor agonist,CHEMBL1026,CHEMBL2056,P21728
427,ANTAGONIST,Dopamine D1 receptor antagonist,CHEMBL1200843,CHEMBL2056,P21728
428,INHIBITOR,Ceramide glucosyltransferase inhibitor,CHEMBL1029,CHEMBL2063,Q16739
429,INHIBITOR,Ephrin type-A receptor 2 inhibitor,CHEMBL1421,CHEMBL2068,P29317
430,MODULATOR,Estrogen receptor alpha modulator,CHEMBL786,CHEMBL206,P03372
431,AGONIST,Estrogen receptor alpha agonist,CHEMBL1405,CHEMBL206,P03372
432,AGONIST,Estrogen receptor alpha agonist,CHEMBL135,CHEMBL206,P03372
433,AGONIST,Estrogen receptor alpha agonist,CHEMBL1511,CHEMBL206,P03372
434,AGONIST,Estrogen receptor alpha agonist,CHEMBL691,CHEMBL206,P03372
435,AGONIST,Estrogen receptor alpha agonist,CHEMBL1018,CHEMBL206,P03372
436,AGONIST,Estrogen receptor alpha agonist,CHEMBL1200980,CHEMBL206,P03372
437,AGONIST,Estrogen receptor alpha agonist,CHEMBL1201151,CHEMBL206,P03372
438,AGONIST,Estrogen receptor alpha agonist,CHEMBL411,CHEMBL206,P03372
439,BLOCKER,Sodium channel protein type IV alpha subunit blocker,CHEMBL1200749,CHEMBL2072,P35499
440,BLOCKER,Sodium channel protein type IV alpha subunit blocker,CHEMBL1098,CHEMBL2072,P35499
441,BLOCKER,Sodium channel protein type IV alpha subunit blocker,CHEMBL1200396,CHEMBL2072,P35499
442,BLOCKER,Sodium channel protein type IV alpha subunit blocker,CHEMBL1404,CHEMBL2072,P35499
443,INHIBITOR,Maltase-glucoamylase inhibitor,CHEMBL1561,CHEMBL2074,O43451
444,INHIBITOR,Maltase-glucoamylase inhibitor,CHEMBL1566,CHEMBL2074,O43451
445,INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL1118,CHEMBL222,P23975
446,INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL1237135,CHEMBL222,P23975
447,RELEASING AGENT,Norepinephrine transporter releasing agent,CHEMBL1574,CHEMBL222,P23975
448,INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL1628234,CHEMBL222,P23975
449,INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL1696,CHEMBL222,P23975
450,SUBSTRATE,Norepinephrine transporter substrate,CHEMBL1095292,CHEMBL222,P23975
451,INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL1702,CHEMBL222,P23975
452,INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL904,CHEMBL222,P23975
453,RELEASING AGENT,Norepinephrine transporter releasing agent,CHEMBL612,CHEMBL222,P23975
454,INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL1113,CHEMBL222,P23975
455,RELEASING AGENT,Norepinephrine transporter releasing agent,CHEMBL501,CHEMBL222,P23975
456,INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL1200328,CHEMBL222,P23975
457,RELEASING AGENT,Norepinephrine transporter releasing agent,CHEMBL405,CHEMBL222,P23975
458,INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL1200964,CHEMBL222,P23975
459,INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL1200332,CHEMBL222,P23975
460,INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL1698,CHEMBL222,P23975
461,INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL796,CHEMBL222,P23975
462,INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL1722,CHEMBL222,P23975
463,INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL1200492,CHEMBL222,P23975
464,INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL1201156,CHEMBL222,P23975
465,INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL1201023,CHEMBL222,P23975
466,INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL1200395,CHEMBL222,P23975
467,INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL1692,CHEMBL222,P23975
468,INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL1201066,CHEMBL222,P23975
469,PARTIAL AGONIST,C-X-C chemokine receptor type 4 partial agonist,CHEMBL18442,CHEMBL2107,P61073
470,INHIBITOR,Tyrosine-protein kinase HCK inhibitor,CHEMBL288441,CHEMBL3234,P08631
471,INHIBITOR,Carbonic anhydrase XII inhibitor,CHEMBL17,CHEMBL3242,O43570
472,INHIBITOR,Carbonic anhydrase XII inhibitor,CHEMBL20,CHEMBL3242,O43570
473,INHIBITOR,Lysosomal alpha-glucosidase inhibitor,CHEMBL1561,CHEMBL2608,P10253
474,INHIBITOR,Glutathione reductase inhibitor,CHEMBL513,CHEMBL2755,P00390
475,INHIBITOR,Tyrosine-protein kinase JAK1 inhibitor,CHEMBL1795071,CHEMBL2835,P23458
476,INHIBITOR,Tyrosine-protein kinase JAK2 inhibitor,CHEMBL1795071,CHEMBL2971,O60674
477,INHIBITOR,Tyrosine-protein kinase Lyn inhibitor,CHEMBL288441,CHEMBL3905,P07948
478,OPENER,Transient receptor potential cation channel subfamily M member 8 opener,CHEMBL256087,CHEMBL1075319,Q7Z2W7
479,INHIBITOR,Neuraminidase inhibitor,CHEMBL222813,CHEMBL3377,P03474
480,INHIBITOR,Neuraminidase inhibitor,CHEMBL1200340,CHEMBL3377,P03474
481,INHIBITOR,Human immunodeficiency virus type 1 integrase inhibitor,CHEMBL204656,CHEMBL3471,Q7ZJM1
482,INHIBITOR,Human immunodeficiency virus type 1 integrase inhibitor,CHEMBL518520,CHEMBL3471,Q7ZJM1
483,INHIBITOR,Cytochrome P450 17A1 inhibitor,CHEMBL271227,CHEMBL3522,P05093
484,INHIBITOR,Fibroblast growth factor receptor 1 inhibitor,CHEMBL1946170,CHEMBL3650,P11362
485,AGONIST,Prostanoid EP3 receptor agonist,CHEMBL606,CHEMBL3710,P43115
486,INHIBITOR,Hepatocyte growth factor receptor inhibitor,CHEMBL601719,CHEMBL3717,P08581
487,INHIBITOR,Carbonic anhydrase IV inhibitor,CHEMBL17,CHEMBL3729,P22748
488,INHIBITOR,Carbonic anhydrase IV inhibitor,CHEMBL19,CHEMBL3729,P22748
489,INHIBITOR,Carbonic anhydrase IV inhibitor,CHEMBL220492,CHEMBL3729,P22748
490,INHIBITOR,Carbonic anhydrase IV inhibitor,CHEMBL20,CHEMBL3729,P22748
491,INHIBITOR,MAP kinase p38 beta inhibitor,CHEMBL1946170,CHEMBL3961,Q15759
492,INHIBITOR,GAR transformylase inhibitor,CHEMBL2360464,CHEMBL3972,P22102
493,POSITIVE MODULATOR,Cystic fibrosis transmembrane conductance regulator positive modulator,CHEMBL2010601,CHEMBL4051,P13569
494,INHIBITOR,Fibroblast growth factor receptor 2 inhibitor,CHEMBL1946170,CHEMBL4142,P21802
495,INHIBITOR,Tyrosine-protein kinase FRK inhibitor,CHEMBL1946170,CHEMBL4223,P42685
496,INHIBITOR,ALK tyrosine kinase receptor inhibitor,CHEMBL601719,CHEMBL4247,Q9UM73
497,OPENER,Intermediate conductance calcium-activated potassium channel protein 4 opener,CHEMBL1371,CHEMBL4305,O15554
498,INHIBITOR,Thymidylate synthase inhibitor,CHEMBL1463,CHEMBL4665,P0CS13
499,INHIBITOR,Tyrosine-protein kinase BRK inhibitor,CHEMBL24828,CHEMBL4601,Q13882
500,OPENER,"Potassium channel, inwardly rectifying, subfamily J, member 8 opener",CHEMBL181,CHEMBL4770,Q15842
501,OPENER,Vanilloid receptor opener,CHEMBL294199,CHEMBL4794,Q8NER1
502,INHIBITOR,Discoidin domain-containing receptor 2 inhibitor,CHEMBL1946170,CHEMBL5122,Q16832
503,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor,CHEMBL1946170,CHEMBL5145,P15056
504,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor,CHEMBL1200485,CHEMBL5145,P15056
505,INHIBITOR,Serine/threonine-protein kinase B-raf inhibitor,CHEMBL1229517,CHEMBL5145,P15056
506,INHIBITOR,Ferriprotoporphyrin IX inhibitor,CHEMBL535650,CHEMBL613897,
507,INHIBITOR,Ferriprotoporphyrin IX inhibitor,CHEMBL1200901,CHEMBL613897,
508,INHIBITOR,Ferriprotoporphyrin IX inhibitor,CHEMBL1357648,CHEMBL613897,
509,INHIBITOR,Ferriprotoporphyrin IX inhibitor,CHEMBL566534,CHEMBL613897,
510,INHIBITOR,Ferriprotoporphyrin IX inhibitor,CHEMBL2359966,CHEMBL613897,
511,INHIBITOR,Ferriprotoporphyrin IX inhibitor,CHEMBL38827,CHEMBL613897,
512,INHIBITOR,Ferriprotoporphyrin IX inhibitor,CHEMBL1690,CHEMBL613897,
513,INHIBITOR,Hepatitis C virus NS5B RNA-dependent RNA polymerase inhibitor,CHEMBL1643,CHEMBL5375,Q8JXU8
514,BLOCKER,Sodium channel protein type X alpha subunit blocker,CHEMBL1200612,CHEMBL5451,Q9Y5Y9
515,AGONIST,Progesterone receptor agonist,CHEMBL1531,CHEMBL208,P06401
516,AGONIST,Progesterone receptor agonist,CHEMBL1201139,CHEMBL208,P06401
517,AGONIST,Progesterone receptor agonist,CHEMBL1201146,CHEMBL208,P06401
518,AGONIST,Progesterone receptor agonist,CHEMBL717,CHEMBL208,P06401
519,AGONIST,Progesterone receptor agonist,CHEMBL1162,CHEMBL208,P06401
520,AGONIST,Progesterone receptor agonist,CHEMBL1200848,CHEMBL208,P06401
521,AGONIST,Progesterone receptor agonist,CHEMBL103,CHEMBL208,P06401
522,AGONIST,Progesterone receptor agonist,CHEMBL2107797,CHEMBL208,P06401
523,AGONIST,Progesterone receptor agonist,CHEMBL1200934,CHEMBL208,P06401
524,AGONIST,Progesterone receptor agonist,CHEMBL1533,CHEMBL208,P06401
525,MODULATOR,Progesterone receptor modulator,CHEMBL260538,CHEMBL208,P06401
526,AGONIST,Progesterone receptor agonist,CHEMBL1200807,CHEMBL208,P06401
527,AGONIST,Progesterone receptor agonist,CHEMBL1200624,CHEMBL208,P06401
528,ANTAGONIST,Progesterone receptor antagonist,CHEMBL1276308,CHEMBL208,P06401
529,AGONIST,Progesterone receptor agonist,CHEMBL1479,CHEMBL208,P06401
530,INHIBITOR,Smoothened homolog inhibitor,CHEMBL473417,CHEMBL5971,Q99835
531,OPENER,Transient receptor potential cation channel subfamily A member 1 opener,CHEMBL256087,CHEMBL6007,O75762
532,INHIBITOR,Solute carrier family 22 member 12 inhibitor,CHEMBL832,CHEMBL6120,Q96S37
533,INHIBITOR,Tyrosine-protein kinase TIE-2 inhibitor,CHEMBL1946170,CHEMBL4128,Q02763
534,INHIBITOR,Tyrosine-protein kinase TIE-2 inhibitor,CHEMBL24828,CHEMBL4128,Q02763
535,INHIBITOR,Solute carrier family 22 member 6 inhibitor,CHEMBL897,CHEMBL1641347,Q4U2R8
536,INHIBITOR,Solute carrier family 22 member 8 inhibitor,CHEMBL897,CHEMBL1641348,Q8TCC7
537,ANTAGONIST,Glutamate receptor ionotropic AMPA antagonist,CHEMBL1214124,CHEMBL2096670,P48058
538,ANTAGONIST,Glutamate receptor ionotropic AMPA antagonist,CHEMBL220492,CHEMBL2096670,P48058
539,ANTAGONIST,"Endothelin receptor, ET-A/ET-B antagonist",CHEMBL957,CHEMBL2096678,P24530
540,ANTAGONIST,"Endothelin receptor, ET-A/ET-B antagonist",CHEMBL1111,CHEMBL2096678,P24530
541,INHIBITOR,Solute carrier family 22 member 11 inhibitor,CHEMBL897,CHEMBL2073677,Q9NSA0
542,AGONIST,Neuronal acetylcholine receptor; alpha4/beta2 agonist,CHEMBL3,CHEMBL1907589,P17787
543,AGONIST,Neuronal acetylcholine receptor; alpha4/beta2 agonist,CHEMBL2062259,CHEMBL1907589,P17787
544,INHIBITOR,Farnesyl diphosphate synthase inhibitor,CHEMBL675,CHEMBL1782,P14324
545,INHIBITOR,Farnesyl diphosphate synthase inhibitor,CHEMBL924,CHEMBL1782,P14324
546,INHIBITOR,HMG-CoA reductase inhibitor,CHEMBL503,CHEMBL402,P04035
